term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust
unreliable,0,0,0,0,0,1,0,0,0,1
unrequited,0,0,0,0,0,1,0,1,0,0
unrest,0,0,0,1,0,0,0,1,0,0
unruly,1,0,1,1,0,1,0,0,0,0
unsafe,0,0,0,1,0,1,0,0,0,0
unsatisfactory,0,0,1,0,0,1,0,0,0,0
unsatisfied,0,0,1,0,0,1,0,1,0,0
unsettled,1,0,1,1,0,1,0,0,0,0
unsightly,0,0,1,0,0,1,0,0,0,0
unspeakable,0,0,0,1,0,1,0,0,0,0
unstable,0,0,0,1,0,1,0,0,1,0
unsuccessful,0,0,0,0,0,1,0,1,0,0
unsurpassed,0,1,0,1,1,0,1,0,0,1
unsympathetic,1,0,0,0,0,1,0,0,0,0
unthinkable,1,0,1,1,0,1,0,0,0,0
untidy,0,0,1,0,0,1,0,0,0,0
untie,0,0,0,0,1,1,1,0,0,0
untitled,0,0,0,0,0,1,0,1,0,0
untold,0,1,0,0,0,1,0,0,0,0
untoward,1,0,1,0,0,1,0,0,0,0
untrustworthy,1,0,0,0,0,1,0,0,0,0
unwashed,0,0,1,0,0,1,0,0,0,0
unwavering,0,0,0,0,0,0,1,0,0,1
unwelcome,0,0,0,0,0,1,0,1,0,0
unwell,0,0,0,0,0,1,0,1,0,0
unworthy,0,0,1,0,0,1,0,0,0,0
upheaval,1,0,0,1,0,1,0,1,0,0
uphill,0,1,0,1,0,1,1,0,0,0
uplift,0,1,0,0,1,0,1,0,0,1
upright,0,0,0,0,0,0,1,0,0,1
uprising,1,1,0,1,0,1,0,0,0,0
upset,1,0,0,0,0,1,0,1,0,0
urgency,0,1,0,1,0,0,0,0,1,0
urgent,0,1,0,1,0,1,0,0,1,0
usher,0,0,0,0,0,0,1,0,0,1
usual,0,0,0,0,0,0,1,0,0,1
usurp,1,0,0,0,0,1,0,0,0,0
usurped,1,0,0,1,0,1,0,0,0,0
utopian,0,1,0,0,1,0,1,0,0,1
vacation,0,1,0,0,1,0,1,0,0,0
vacuous,0,0,1,0,0,1,0,0,0,0
vainly,0,0,1,0,0,1,0,1,0,0
valor,0,0,0,0,0,0,1,0,0,1
vampire,1,0,1,1,0,1,0,0,0,0
vanished,0,0,0,1,0,1,0,1,1,0
varicella,0,0,1,1,0,1,0,1,0,0
veal,0,0,0,0,0,0,0,1,0,1
veer,0,0,0,1,0,0,0,0,1,0
vegetative,0,0,1,0,0,1,0,1,0,0
vehement,1,0,0,1,0,1,0,0,0,0
vendetta,1,0,0,1,0,1,0,1,0,0
venerable,0,1,0,0,1,0,1,0,0,1
vengeance,1,0,0,0,0,1,0,0,0,0
vengeful,1,0,0,1,0,1,0,0,0,0
venom,1,0,1,1,0,1,0,0,0,0
venomous,1,0,1,1,0,1,0,0,0,0
veracity,0,1,0,0,1,0,1,0,1,1
verge,0,1,0,1,0,1,0,0,0,0
verification,0,0,0,0,0,0,1,0,0,1
verified,0,0,0,0,0,0,1,0,0,1
verily,0,0,0,0,0,0,1,0,0,1
vermin,1,0,1,1,0,1,0,0,0,0
vernal,0,0,0,0,1,0,1,0,0,0
versus,1,0,0,0,0,1,0,0,0,0
vertigo,0,0,0,1,0,1,0,0,0,0
veteran,0,0,0,0,0,0,1,0,0,1
veto,1,0,0,0,0,1,0,0,0,0
vicar,0,0,0,0,0,0,1,0,0,1
vicious,1,0,1,0,0,1,0,0,0,0
victim,1,0,0,1,0,1,0,1,0,0
victimized,1,0,1,1,0,1,0,1,1,0
victor,0,0,0,0,1,0,1,0,0,0
victorious,0,0,0,0,1,0,1,0,0,0
victory,0,1,0,0,1,0,1,0,0,1
vigilance,0,1,0,0,0,0,1,0,0,1
vigilant,0,0,0,1,0,0,1,0,0,1
vigorous,0,0,0,0,0,0,1,0,0,1
villager,0,0,0,0,0,0,1,0,0,1
villain,0,0,0,1,0,1,0,0,0,0
villainous,1,0,1,1,0,1,0,0,0,0
vindication,0,1,0,0,1,0,1,0,0,1
vindictive,1,0,1,0,0,1,0,0,0,0
violation,1,0,0,1,0,1,0,1,1,0
violence,1,0,0,1,0,1,0,1,0,0
violent,1,0,1,1,0,1,0,0,1,0
violently,1,0,1,1,0,1,0,1,0,0
viper,0,0,0,1,0,1,0,0,0,0
virgin,0,0,0,0,0,0,1,0,0,1
virginity,0,1,0,0,0,0,1,0,0,0
virtue,0,0,0,0,0,0,1,0,0,1
virtuous,0,0,0,0,1,0,1,0,0,1
virulence,1,0,0,1,0,1,0,0,0,0
vision,0,1,0,0,0,0,1,0,0,0
visionary,0,1,0,0,1,0,1,0,0,1
visitor,0,1,0,0,1,0,1,0,0,0
visor,0,1,0,0,0,0,0,0,1,0
vitality,0,0,0,0,1,0,1,0,0,1
vivacious,0,0,0,0,1,0,1,0,0,0
vivid,0,0,0,0,1,0,1,0,0,0
volatility,1,1,0,1,0,1,0,0,1,0
volcano,0,0,0,1,0,1,0,0,1,0
volunteer,0,1,0,1,1,0,1,0,0,1
voluptuous,0,1,0,0,1,0,1,0,0,0
vote,1,1,0,0,1,1,1,1,1,1
vouch,0,0,0,0,0,0,1,0,0,1
vow,0,1,0,0,1,0,1,0,0,1
vulgar,0,0,1,0,0,1,0,0,0,0
vulgarity,1,0,1,0,0,1,0,1,0,0
vulnerability,0,0,0,1,0,1,0,1,0,0
vulture,0,0,1,1,0,1,0,0,0,0
waffle,1,0,0,0,0,1,0,1,0,0
wages,0,0,0,0,1,0,1,0,0,0
wail,0,0,0,1,0,1,0,1,0,0
wait,0,1,0,0,0,1,0,0,0,0
wallow,0,0,1,0,0,1,0,1,0,0
wan,0,0,0,1,0,1,0,1,0,0
wane,0,0,0,0,0,1,0,1,0,0
wanting,0,0,0,0,0,1,0,1,0,0
war,0,0,0,1,0,1,0,0,0,0
warden,1,0,0,1,0,1,0,0,0,1
ware,0,0,0,1,0,1,0,0,0,0
warfare,1,0,0,1,0,1,0,1,0,0
warlike,1,0,0,1,0,1,0,0,0,0
warn,0,1,0,1,0,1,0,0,1,1
warned,0,1,0,1,0,0,0,0,1,0
warp,1,0,0,0,0,1,0,1,0,0
warranty,0,0,0,0,0,0,1,0,0,1
warrior,1,0,0,1,0,0,1,0,0,0
wart,0,0,1,0,0,1,0,0,0,0
waste,0,0,1,0,0,1,0,0,0,0
wasted,1,0,1,0,0,1,0,0,0,0
wasteful,1,0,1,0,0,1,0,1,0,0
wasting,0,0,1,1,0,1,0,1,0,0
watch,0,1,0,1,0,0,0,0,0,0
watchdog,0,0,0,0,0,0,1,0,0,1
watchful,0,0,0,0,0,0,1,0,0,1
watchman,0,0,0,0,0,0,1,0,0,1
waver,0,0,0,1,0,1,0,0,0,0
weakly,0,0,0,1,0,1,0,1,0,0
wealth,0,0,0,0,1,0,1,0,0,1
wear,0,0,0,0,0,1,0,0,0,1
wearily,0,0,0,0,0,1,0,1,0,0
weariness,0,0,0,0,0,1,0,1,0,0
weary,0,0,0,0,0,1,0,1,0,0
weeds,0,0,0,0,0,1,0,1,0,0
weep,0,0,0,0,0,1,0,1,0,0
weigh,0,1,0,0,0,0,0,0,0,1
weight,0,1,1,1,1,1,1,1,1,1
weird,0,0,1,0,0,1,0,0,0,0
weirdo,0,0,0,1,0,1,0,0,0,0
welcomed,0,0,0,0,1,0,1,0,0,0
wench,1,0,1,0,0,1,0,0,0,0
whim,0,1,0,0,1,1,0,0,1,0
whimper,0,0,0,1,0,0,0,1,0,0
whine,0,0,1,0,0,1,0,1,0,0
whip,1,0,0,0,0,1,0,0,0,0
whirlwind,0,0,0,1,0,1,0,0,0,0
white,0,1,0,0,1,0,1,0,0,1
whiteness,0,0,0,0,1,0,1,0,0,0
wholesome,0,0,0,0,0,0,1,0,0,1
whore,0,0,1,0,0,1,0,0,0,0
wicked,0,0,0,1,0,1,0,0,0,0
wickedness,0,0,1,0,0,1,0,0,0,0
wild,0,0,0,0,0,1,0,0,1,0
wilderness,0,1,0,1,0,0,0,1,0,0
wildfire,0,0,0,1,0,1,0,1,1,0
willful,1,0,0,0,0,1,0,1,0,0
wimp,0,0,1,1,0,1,0,0,0,0
wimpy,1,0,1,1,0,1,0,1,0,0
wince,1,0,1,1,0,1,0,1,0,0
winner,0,1,0,0,1,0,1,0,1,0
winning,0,1,1,0,1,0,1,1,1,1
winnings,0,1,0,0,1,0,1,0,0,0
wireless,1,1,0,0,0,0,1,0,1,0
wisdom,0,0,0,0,0,0,1,0,0,1
witch,1,0,1,1,0,1,0,0,0,0
witchcraft,1,0,0,1,0,1,0,1,0,0
withdraw,0,0,0,0,0,1,0,1,0,0
wither,0,0,0,0,0,1,0,1,0,0
withered,0,0,1,0,0,1,0,0,0,0
withstand,0,1,0,1,0,0,1,0,0,0
witty,0,0,0,0,1,0,1,0,0,0
wizard,0,1,0,0,0,0,1,0,1,0
woe,0,0,1,1,0,1,0,1,0,0
woeful,0,0,0,0,0,1,0,1,0,0
woefully,0,0,1,0,0,1,0,1,0,0
wonderful,0,0,0,0,1,0,1,0,1,1
wonderfully,0,0,0,0,1,0,1,0,1,0
word,0,0,0,0,0,0,1,0,0,1
words,1,0,0,0,0,1,0,0,0,0
worm,0,1,0,0,0,1,0,0,1,0
worn,0,0,0,0,0,1,0,1,0,0
worried,0,0,0,0,0,1,0,1,0,0
worry,0,1,0,1,0,1,0,1,0,0
worrying,0,1,0,1,0,1,0,1,0,0
worse,0,0,0,1,0,1,0,1,0,0
worsening,0,0,1,0,0,1,0,1,0,0
worship,0,1,0,1,1,0,1,0,0,1
worthless,1,0,1,0,0,1,0,1,0,0
worthy,0,0,0,0,0,0,1,0,0,1
wot,0,0,0,0,0,0,1,0,0,1
wound,1,0,0,1,0,1,0,1,0,0
wrangling,1,0,1,1,0,1,0,1,0,0
wrath,1,0,0,1,0,1,0,0,0,0
wreak,1,0,0,0,0,1,0,0,0,0
wreck,1,0,1,1,0,1,0,1,1,0
wrecked,1,0,0,1,0,1,0,1,0,0
wretch,1,0,1,0,0,1,0,1,0,0
wretched,0,0,1,0,0,1,0,1,0,0
wrongdoing,1,0,1,0,0,1,0,1,0,0
wrongful,1,0,1,0,0,1,0,1,0,0
wrongly,1,0,0,1,0,1,0,1,0,0
xenophobia,0,0,0,1,0,1,0,0,0,0
yearning,0,1,0,0,1,1,1,0,0,1
yell,1,0,0,1,0,1,0,0,1,0
yelp,1,0,0,1,0,1,0,0,1,0
young,0,1,0,0,1,0,1,0,1,0
youth,1,1,0,1,1,0,1,0,1,0
zeal,0,1,0,0,1,0,1,0,1,1
zealous,0,0,0,0,1,0,1,0,0,1
zest,0,1,0,0,1,0,1,0,0,1
